x_m,y_m,w_tr_right_m,w_tr_left_m
0,-579.22,7.62,7.62
0,-580.75,7.62,7.62
0,-582.27,7.62,7.62
0,-583.8,7.62,7.62
0,-585.32,7.62,7.62
0,-586.84,7.62,7.62
0,-588.37,7.62,7.62
0,-589.89,7.62,7.62
0,-591.42,7.62,7.62
0,-592.94,7.62,7.62
0,-594.46,7.62,7.62
0,-595.99,7.62,7.62
0,-597.51,7.62,7.62
0,-599.04,7.62,7.62
0,-600.56,7.62,7.62
0,-602.08,7.62,7.62
0,-603.61,7.62,7.62
0,-605.13,7.62,7.62
0,-606.66,7.62,7.62
0,-608.18,7.62,7.62
0,-609.7,7.62,7.62
0,-611.23,7.62,7.62
0,-612.75,7.62,7.62
0,-614.28,7.62,7.62
0,-615.8,7.62,7.62
0,-617.32,7.62,7.62
0,-618.85,7.62,7.62
0,-620.37,7.62,7.62
0,-621.9,7.62,7.62
0,-623.42,7.62,7.62
0,-624.94,7.62,7.62
0,-626.47,7.62,7.62
0,-627.99,7.62,7.62
0,-629.52,7.62,7.62
0,-631.04,7.62,7.62
0,-632.56,7.62,7.62
0,-634.09,7.62,7.62
0,-635.61,7.62,7.62
0,-637.14,7.62,7.62
0,-638.66,7.62,7.62
0,-640.18,7.62,7.62
0,-641.71,7.62,7.62
0,-643.23,7.62,7.62
0,-644.76,7.62,7.62
0,-646.28,7.62,7.62
0,-647.8,7.62,7.62
0,-649.33,7.62,7.62
0,-650.85,7.62,7.62
0,-652.38,7.62,7.62
0,-653.9,7.62,7.62
0,-655.42,7.62,7.62
0,-656.95,7.62,7.62
0,-658.47,7.62,7.62
0,-660,7.62,7.62
0,-661.52,7.62,7.62
0,-663.04,7.62,7.62
0,-664.57,7.62,7.62
0,-666.09,7.62,7.62
0,-667.62,7.62,7.62
0,-669.14,7.62,7.62
0,-670.66,7.62,7.62
0,-672.19,7.62,7.62
0,-673.71,7.62,7.62
0,-675.24,7.62,7.62
0,-676.76,7.62,7.62
0,-678.28,7.62,7.62
0,-679.81,7.62,7.62
0,-681.33,7.62,7.62
0,-682.86,7.62,7.62
0,-684.38,7.62,7.62
0,-685.9,7.62,7.62
0,-687.43,7.62,7.62
0,-688.95,7.62,7.62
0,-690.48,7.62,7.62
0,-692,7.62,7.62
0,-693.52,7.62,7.62
0,-695.05,7.62,7.62
0,-696.57,7.62,7.62
0,-698.1,7.62,7.62
0,-699.62,7.62,7.62
0,-701.14,7.62,7.62
0,-702.67,7.62,7.62
0,-704.19,7.62,7.62
0,-705.72,7.62,7.62
0,-707.24,7.62,7.62
0,-708.76,7.62,7.62
0,-710.29,7.62,7.62
0,-711.81,7.62,7.62
0,-713.34,7.62,7.62
0,-714.86,7.62,7.62
0,-716.38,7.62,7.62
0,-717.91,7.62,7.62
0,-719.43,7.62,7.62
0,-720.96,7.62,7.62
0,-722.48,7.62,7.62
0,-724,7.62,7.62
0,-725.53,7.62,7.62
0,-727.05,7.62,7.62
0,-728.58,7.62,7.62
0,-730.1,7.62,7.62
0,-731.62,7.62,7.62
0,-733.15,7.62,7.62
0,-734.67,7.62,7.62
0,-736.2,7.62,7.62
0,-737.72,7.62,7.62
0,-739.24,7.62,7.62
0,-740.77,7.62,7.62
0,-742.29,7.62,7.62
0,-743.82,7.62,7.62
0,-745.34,7.62,7.62
0,-746.86,7.62,7.62
0,-748.39,7.62,7.62
0,-749.91,7.62,7.62
0,-751.44,7.62,7.62
0,-752.96,7.62,7.62
0,-754.48,7.62,7.62
0,-756.01,7.62,7.62
0,-757.53,7.62,7.62
0,-759.06,7.62,7.62
0,-760.58,7.62,7.62
0,-762.1,7.62,7.62
0,-763.63,7.62,7.62
0,-765.15,7.62,7.62
0,-766.68,7.62,7.62
0,-768.2,7.62,7.62
0,-769.72,7.62,7.62
0,-771.25,7.62,7.62
0,-772.77,7.62,7.62
0,-774.3,7.62,7.62
0,-775.82,7.62,7.62
0,-777.34,7.62,7.62
0,-778.87,7.62,7.62
0,-780.39,7.62,7.62
0,-781.92,7.62,7.62
0,-783.44,7.62,7.62
0,-784.96,7.62,7.62
0,-786.49,7.62,7.62
0,-788.01,7.62,7.62
0,-789.54,7.62,7.62
0,-791.06,7.62,7.62
0,-792.58,7.62,7.62
0,-794.11,7.62,7.62
0,-795.63,7.62,7.62
0,-797.16,7.62,7.62
0,-798.68,7.62,7.62
0,-800.2,7.62,7.62
0,-801.73,7.62,7.62
0,-803.25,7.62,7.62
0,-804.78,7.62,7.62
0,-806.3,7.62,7.62
0,-807.82,7.62,7.62
0,-809.35,7.62,7.62
0,-810.87,7.62,7.62
0,-812.4,7.62,7.62
0,-813.92,7.62,7.62
0,-815.44,7.62,7.62
0,-816.97,7.62,7.62
0,-818.49,7.62,7.62
0,-820.02,7.62,7.62
0,-821.54,7.62,7.62
0,-823.06,7.62,7.62
0,-824.59,7.62,7.62
0,-826.11,7.62,7.62
0,-827.64,7.62,7.62
0,-829.16,7.62,7.62
0,-830.68,7.62,7.62
0,-832.21,7.62,7.62
0,-833.73,7.62,7.62
0,-835.26,7.62,7.62
0,-836.78,7.62,7.62
0,-838.3,7.62,7.62
0,-839.83,7.62,7.62
0,-841.35,7.62,7.62
0,-842.88,7.62,7.62
0,-844.4,7.62,7.62
0,-845.92,7.62,7.62
0,-847.45,7.62,7.62
0,-848.97,7.62,7.62
0,-850.5,7.62,7.62
0,-852.02,7.62,7.62
0,-853.54,7.62,7.62
0,-855.07,7.62,7.62
0,-856.59,7.62,7.62
0,-858.12,7.62,7.62
0,-859.64,7.62,7.62
0,-861.16,7.62,7.62
0,-862.69,7.62,7.62
0,-864.21,7.62,7.62
0,-865.74,7.62,7.62
0,-867.26,7.62,7.62
0,-868.78,7.62,7.62
0,-870.31,7.62,7.62
0,-871.83,7.62,7.62
0,-873.36,7.62,7.62
0,-874.88,7.62,7.62
0,-876.4,7.62,7.62
0,-877.93,7.62,7.62
0,-879.45,7.62,7.62
0,-880.98,7.62,7.62
0,-882.5,7.62,7.62
0,-884.02,7.62,7.62
0,-885.55,7.62,7.62
0,-887.07,7.62,7.62
0,-888.6,7.62,7.62
0,-890.12,7.62,7.62
0,-891.64,7.62,7.62
0,-893.17,7.62,7.62
0,-894.69,7.62,7.62
0,-896.22,7.62,7.62
0,-897.74,7.62,7.62
0,-899.26,7.62,7.62
0,-900.79,7.62,7.62
0,-902.31,7.62,7.62
0,-903.84,7.62,7.62
0,-905.36,7.62,7.62
0,-906.88,7.62,7.62
0,-908.41,7.62,7.62
0,-909.93,7.62,7.62
0,-911.46,7.62,7.62
0,-912.98,7.62,7.62
0,-914.5,7.62,7.62
0,-916.03,7.62,7.62
0,-917.55,7.62,7.62
0,-919.08,7.62,7.62
0,-920.6,7.62,7.62
0,-922.12,7.62,7.62
0,-923.65,7.62,7.62
0,-925.17,7.62,7.62
0,-926.7,7.62,7.62
0,-928.22,7.62,7.62
0,-929.74,7.62,7.62
0,-931.27,7.62,7.62
0,-932.79,7.62,7.62
0,-934.32,7.62,7.62
0,-935.84,7.62,7.62
0,-937.36,7.62,7.62
0,-938.89,7.62,7.62
0,-940.41,7.62,7.62
0,-941.94,7.62,7.62
0,-943.46,7.62,7.62
0,-944.98,7.62,7.62
0,-946.51,7.62,7.62
0,-948.03,7.62,7.62
0,-949.56,7.62,7.62
0,-951.08,7.62,7.62
0,-952.6,7.62,7.62
0,-954.13,7.62,7.62
0,-955.65,7.62,7.62
0,-957.18,7.62,7.62
0,-958.7,7.62,7.62
0,-960.22,7.62,7.62
